adview,views,likes,dislikes,comment,Total_Time,category_enc
2,7021096,35291,2276,1540,4.2,3
2,40050,306,7,5,20.716666666666665,5
20,95288,219,10,11,5.65,3
2,157445,1202,84,134,4.816666666666666,3
2,5799,32,1,2,3.9166666666666665,6
10,9162448,35156,2315,1641,4.166666666666667,6
1,206424,8928,455,1210,15.566666666666666,4
20,47126,531,3,40,4.45,6
1,81770,480,9,18,2.7666666666666666,6
6,900854,4835,77,360,3.5166666666666666,6
1,211827,5506,123,2076,3.716666666666667,4
2,252015,625,77,58,91.55,6
1,8265,71,16,2,44.13333333333333,6
1,25229,106,4,6,4.516666666666667,5
1,68506,76,11,11,2.1333333333333333,3
4,50977,354,5,27,1.95,3
3,1911457,13069,899,10018,2.75,3
1,675604,711,94,229,3.533333333333333,0
1,109442,515,9,2,17.85,3
1,92328,1622,80,456,1.9166666666666665,3
2,250892,184,68,12,5.65,3
3,732638,4259,339,304,10.033333333333333,4
1,45834,936,24,176,4.216666666666667,5
141,611438,2124,112,164,27.0,3
1,150657,27,31,0,5.25,3
1,37822,366,9,37,3.3833333333333333,3
8,123804,142,25,5,10.583333333333334,3
2,11238,739,2,28,4.2,3
6,31357,400,16,25,3.783333333333333,3
39,86739,117,9,4,3.0,3
13,178067,49,22,3,1.8333333333333335,3
3,336381,2503,131,739,7.85,3
3,319909,627,140,65,7.366666666666666,3
1,377,2,0,0,0.5,3
2,549077,2175,393,877,2.2666666666666666,5
1,80542,734,38,49,7.366666666666666,3
2,1878638,2137,629,305,132.01666666666665,3
1,250948,127,51,5,1.5,3
1,647573,908,320,219,6.116666666666666,3
1,187783,122,35,12,2.1333333333333333,3
3,404,1,0,0,14.416666666666666,6
1,4016,37,1,4,3.283333333333333,3
1,4246,141,2,38,17.25,4
1384,5882,10,1,1,3.716666666666667,3
1,149971,86,31,22,3.216666666666667,3
1,303527,1517,36,120,3.6666666666666665,3
1,334192,2207,99,113,3.3333333333333335,3
1,935500,3979,355,638,48.733333333333334,3
3,548073,10367,201,3886,1.8833333333333333,4
1,9893,34,8,2,4.616666666666667,3
7,28393,258,26,62,9.1,3
2,69516,348,11,13,2.066666666666667,6
3,178,3,0,0,0.5,3
1,13254,77,7,7,5.566666666666666,3
10,350448,497,90,12,1.6333333333333333,7
4,120716,98,18,9,6.866666666666667,6
1,1125232,473,211,15,7.4,3
1,663,7,0,0,10.85,5
1,172185,4732,207,1014,10.833333333333334,7
8,1800,1,0,0,0.6,3
3,146876,103,63,27,43.36666666666667,3
338,1751067,660,526,23,16.416666666666668,4
1,1003272,430,196,9,12.666666666666666,3
11,149259,745,92,33,63.083333333333336,5
2578,414405,1483,118,72,0.5666666666666667,4
3,1055910,817,280,106,147.63333333333333,3
2,202568,301,57,45,160.65,4
3,2954868,31098,1509,2671,10.8,3
1,2852,165,2,119,1.0833333333333333,3
2,57493,120,20,7,22.516666666666666,3
3,1964,7,0,0,0.5,3
1,423270,597,60,30,10.166666666666666,3
53,2598748,1025,324,68,1.8833333333333333,3
6,3476053,8525,4475,563,2.7,4
50,153848,288,61,251,5.216666666666667,4
1,32753,189,8,33,45.88333333333333,6
1,186895,1733,49,188,3.3666666666666667,3
2,1774707,8502,503,660,4.416666666666667,6
2,2713,8,1,0,147.03333333333333,3
1,31047,119,5,10,3.6833333333333336,5
1,462809,1282,225,638,10.166666666666666,3
15,3944305,4675,1016,667,274.6333333333333,6
9,1374680,1952,534,134,7.5,6
17,473342,1047,54,75,6.016666666666667,3
1,39430,27,17,1,2.6166666666666667,0
1,467320,2941,282,1534,2.5833333333333335,1
5,147419,280,19,14,4.166666666666667,3
1,837781,3213,462,7607,5.3,5
1,15339,45,1,11,8.883333333333333,2
8,4009548,22311,2182,1677,3.2666666666666666,2
10,18012,200,20,20,2.8333333333333335,3
1,19160,255,11,106,4.15,5
2567,512265,6554,123,689,12.316666666666666,4
1,557741,546,134,58,174.51666666666665,3
2,7271,24,0,1,12.05,3
217,1157811,2613,352,79,2.6666666666666665,3
1,20729,9,1,1,7.5,3
1,29310,101,6,24,14.083333333333334,3
2,44179,88,58,1,1.3,2
8,914190,13033,300,935,6.966666666666667,1
1,39166,238,6,4,2.783333333333333,4
2,22019,86,10,15,4.216666666666667,6
2,53448,162,7,26,2.5,3
1,1275280,5267,401,422,3.6666666666666665,3
8,1013075,1431,198,180,4.166666666666667,3
1414,1891,3,0,1,4.95,3
10746,22831,149,13,5,4.916666666666667,6
4,1142028,8912,446,1001,3.35,1
1,8826,21,3,0,0.7666666666666667,3
1,22312,52,5,4,5.933333333333334,5
1,45063,66,33,0,226.53333333333333,3
2,2887137,24805,938,12294,13.866666666666667,3
3,453305,1058,126,202,84.28333333333333,3
3,1404768,6669,493,421,3.7,6
1,18462,35,8,1,145.45,3
1,53134,76,9,6,4.0,3
1,439715,2890,87,530,4.783333333333333,1
1,910165,9917,526,634,2.95,1
3,74482,61,14,3,1.9,3
4,53418,230,7,12,15.966666666666667,3
1,59979,81,33,3,14.416666666666666,4
1,136667,333,8,3,5.216666666666667,3
6,303284,2549,155,602,3.9166666666666665,5
32,422581,786,345,101,11.516666666666667,3
6,32833034,11392,10122,973,6.833333333333333,4
1,37674,76,4,3,2.75,4
1,25439,267,2,13,1.85,3
1,935,8,1,0,0.25,3
1,98630,223,13,58,70.93333333333334,3
6497,12300,29,20,12,3.8,6
21,405337,1918,49,166,3.95,6
12,3906505,15133,1079,432,3.5666666666666664,4
1,17452,71,2,3,13.433333333333334,6
2,1038,13,8,1,0.5333333333333333,4
1,401411,772,171,133,147.83333333333331,6
3,278683,1390,86,92,28.716666666666665,3
66,1341684,1196,451,64,13.9,4
1,363,0,0,0,10.033333333333333,3
1,83888,127,20,14,122.86666666666666,3
1,219909,632,35,11,6.866666666666667,3
1,32507,91,168,78,7.3,3
1,11599,100,28,23,3.1,2
13,193796,3154,144,551,5.85,1
1,159009,1312,36,391,5.866666666666667,3
11,129623,211,20,4,13.216666666666667,3
3,36975,37,22,40,0.9333333333333333,3
1,275538,223,33,41,4.366666666666666,7
14,424456,282,156,163,36.88333333333333,3
1,10544,65,11,8,6.733333333333333,6
5,178,1,0,1,0.8333333333333334,3
1,26000,60,3,11,141.03333333333333,3
7,6153,2,2,0,1.5166666666666666,3
3,1661973,8423,595,902,52.333333333333336,3
1,14114,152,11,32,6.433333333333334,3
1,121622,396,62,52,54.3,6
21,25097,164,19,5,1.8666666666666667,3
2,466694,801,62,45,5.016666666666667,4
177,868202,2481,295,1462,17.733333333333334,3
4,548174,4917,88,795,7.133333333333334,5
11,77940,81,18,1,10.9,3
4,905803,1654,89,859,14.583333333333334,4
1,117146,409,26,66,6.016666666666667,0
1,923,5,1,0,2.0833333333333335,3
1,3347,218,4,41,2.216666666666667,4
200815,726186,1675,132,115,2.4,4
1,18742,161,26,29,4.183333333333334,3
1,1137057,837,239,195,20.516666666666666,6
3,12165,23,7,13,20.85,3
157,51856,126,17,87,7.633333333333333,3
4,28132,105,8,11,2.5166666666666666,2
1,145657,9201,53,1516,20.766666666666666,5
12,1678851,11626,2323,1562,6.083333333333333,3
1,208340,1716,42,158,5.566666666666666,5
1,42190,45,17,2,6.316666666666666,3
4,1125620,8492,196,1261,11.95,4
1,1344553,2034,264,267,96.48333333333333,4
1,85072,561,12,63,6.6,4
4518,5735,22,0,3,2.8166666666666664,6
1,10065,70,2,34,0.43333333333333335,3
1,190598,1897,229,248,6.633333333333333,3
505,20848,50,7,10,0.5166666666666667,3
7530,8099,5,0,1,1.8333333333333335,2
5,76538,223,14,20,3.1666666666666665,1
6,63911,170,68,36,2.4166666666666665,3
2,2697712,3471,616,263,133.21666666666667,3
1,200230,1227,67,87,4.1,3
4,12730,209,27,83,20.6,3
1,35435,35,3,2,25.266666666666666,4
1,1292846,14390,853,1532,2.65,3
1,349405,465,102,66,111.28333333333333,6
1,63479,271,25,16,21.383333333333333,3
1,344855,3086,89,1346,9.0,5
10,6321615,33276,1921,1844,4.0,3
1,1298877,9442,414,593,4.716666666666667,6
107,4872,116,0,18,7.1,6
1147,67989,124,31,13,5.566666666666666,1
4,140361,51,48,11,115.36666666666667,3
1,18737,94,0,5,9.116666666666667,6
2,59157,105,5,0,2.6,3
1,6296,5,0,3,4.933333333333334,3
1,183,0,0,0,0.5166666666666667,3
8207,11887,61,1,1,4.583333333333333,3
1,153926,414,14,4,3.5,2
3,61018,426,12,416,3.45,3
1,12036,24,8,0,21.066666666666666,7
686,14174,45,8,9,0.5166666666666667,3
9334,77372,421,22,89,4.516666666666667,0
113,1070510,5907,97,633,2.0,4
2,109,2,0,0,0.65,3
21,1938594,4640,1147,917,10.433333333333334,3
14,925380,7067,195,2008,12.016666666666667,1
2,64033,445,13,303,8.966666666666667,2
14,1213589,4410,159,269,3.2666666666666666,4
2,13933,57,0,5,0.38333333333333336,3
4,501435,1081,64,108,8.166666666666666,1
26,2325235,2560,1005,215,129.7,4
1,144916,7850,29,723,2.966666666666667,6
1,55421,87,18,6,137.48333333333335,3
3,1688369,1048,492,453,95.48333333333333,6
1,441238,389,24,39,1.0833333333333333,3
43,5889418,5758,2253,375,2.0,3
5,141787,91,28,11,45.233333333333334,3
5,2187377,3311,481,124,5.6,3
23,1136794,1149,445,142,11.066666666666666,3
17,839332,582,212,34,3.1166666666666667,3
1,13651,28,15,3,0.9,5
1,108030,32,23,0,19.416666666666668,4
1,216796,598,43,49,35.0,3
1,234463,508,131,61,15.383333333333333,3
10699,21980,37,9,0,3.65,6
8,4005093,21062,9468,9864,14.0,3
2,526532,2091,73,122,2.35,6
1,576972,163,103,18,2.3666666666666667,5
15742,17658,18,1,0,4.183333333333334,3
2,139,0,0,0,0.5166666666666667,3
12,59939,1012,14,45,4.85,3
7,627518,1146,139,42,8.333333333333334,3
22,1009277,2733,438,71,17.133333333333333,3
1,230339,60,30,0,1.5333333333333332,3
9,831087,12285,258,1514,7.55,3
1,14091,111,1,6,3.95,6
1,70963,567,7,31,9.266666666666667,7
6,988986,719,333,48,111.21666666666667,4
1,2195,9,2,1,10.2,6
1,23443,21,4,2,147.43333333333334,3
2,44629,922,18,358,9.883333333333333,3
10,581921,268,108,12,138.86666666666667,4
2,618708,1599,203,83,13.783333333333333,3
4,7633676,5184,3134,137,169.85,3
2,2333,2,0,0,0.35,4
5,862534,461,164,34,142.8,4
3,1140202,32639,795,15329,9.733333333333333,3
4,669259,46311,851,1481,11.666666666666666,1
1,20832,64,11,16,8.066666666666666,3
2,163884,479,40,187,6.55,3
6,30929,21,24,7,1.7,1
1,26400,712,1,81,21.2,0
1,5524,25,0,1,9.366666666666667,6
1,197648,493,56,102,3.3166666666666664,0
1,17411,82,4,5,4.266666666666667,6
1,92964,248,35,11,16.883333333333333,6
14,6367,23,3,0,8.166666666666666,3
14,114035,1077,70,151,10.016666666666667,5
1,337448,907,29,65,5.516666666666667,6
5,628875,14503,274,3159,15.066666666666666,3
15,22591,157,1,3,3.4166666666666665,6
1,1061,4,0,0,4.016666666666667,3
2,33011,323,11,16,1.95,5
2,1669446,851,317,27,2.25,3
280,188870,256,122,21,37.13333333333333,4
11,458766,1116,72,30,9.366666666666667,3
2,59844,127,14,2,164.88333333333333,4
2,3142607,33112,991,4942,7.5,1
1,128856,247,21,16,38.45,3
5,4444772,1439,853,132,2.7666666666666666,3
9,1223277,1237,53,166,4.6,6
3,63709,540,71,78,7.566666666666666,5
2,144552,950,29,40,3.3833333333333333,4
361,2435,49,8,7,1.35,3
27512,39530,968,3,16,1.7,3
19,263,2,0,0,0.35,3
2,26626,118,3,26,5.2,2
1,697373,3095,262,2214,7.0,3
1,42674,145,8,3,3.3166666666666664,4
3,347021,565,81,498,4.5,3
15,2322534,8061,759,705,54.96666666666667,7
3,48873,93,4,0,0.6166666666666667,3
3,615083,6633,121,1361,3.2,1
1,450732,1357,185,583,10.05,3
5,126547,277,51,10,22.083333333333332,3
1343,4732,35,1,1,3.95,6
1,147,1,0,0,0.9333333333333333,3
1,688767,562,109,36,6.6,3
5,794305,767,46,139,8.2,3
233522,237235,40,25,2,0.6833333333333333,3
2,117614,180,20,3,12.3,3
23,11118898,50540,3732,4382,6.366666666666666,3
1,33776,155,10,3,4.6,6
2,34458,393,1,140,6.266666666666667,6
4,60267,956,24,163,6.133333333333334,6
4,526995,4002,111,1068,11.866666666666667,3
10,294056,793,25,21,8.716666666666667,3
1,861204,4744,234,236,4.733333333333333,6
1,516598,2044,34,155,4.983333333333333,6
3,366199,11015,381,1341,4.466666666666667,1
2,608864,2509,268,283,3.8166666666666664,7
1,5172,30,0,4,5.5,2
1,55385,617,12,336,21.35,4
1,5098,7,0,0,31.333333333333332,6
1,314,0,0,0,0.35,3
1,85537,212,20,31,42.9,3
2,643435,1271,202,83,5.533333333333333,6
1,522497,893,163,79,3.7333333333333334,3
453,72103,214,30,32,13.933333333333334,4
1,465297,2343,66,257,3.35,1
3,1175623,8436,126,389,4.516666666666667,6
1,168004,264,28,13,40.15,4
1,131325,92,36,0,8.2,3
2,4870,26,2,2,6.783333333333333,6
6,280935,3806,126,419,9.816666666666666,1
2,90,0,0,0,3.6666666666666665,6
2,299700,1695,147,445,20.383333333333333,3
1,2510,5,0,3,8.816666666666666,6
1,5372,37,0,3,5.633333333333333,6
1,17403,85,8,17,26.166666666666668,3
12987,20026,174,17,11,61.75,6
1,290870,149,79,15,109.73333333333333,4
809,3435,27,0,0,1.3666666666666667,3
1,1804,4,1,0,3.8666666666666667,3
1,244294,416,262,19,10.9,4
1,140491,279,35,46,51.68333333333333,6
1,2374478,14189,1124,483,3.4833333333333334,3
4,1313171,1066,281,99,85.6,4
1,24175,581,4,72,17.15,0
1,19794,87,5,11,2.4333333333333336,4
42088,42237,2,0,0,1.35,2
1,27547,591,9,31,4.0,6
1,227530,170,34,2,3.0166666666666666,3
5,6725,31,8,2,23.733333333333334,6
21,1028899,1393,84,160,7.583333333333333,3
6,14443,53,5,5,19.75,4
16,1281803,3873,1525,1275,15.833333333333334,3
2,173164,405,26,54,2.4166666666666665,6
1,1150073,2904,209,669,65.06666666666666,6
1,35477,91,5,12,7.983333333333333,3
1,702862,1103,56,155,14.116666666666667,1
2,235086,1975,42,170,4.533333333333333,6
3,101549,232,4,5,0.7666666666666667,3
1,86685,223,6,69,10.083333333333334,2
1,69989,253,19,69,15.766666666666667,3
1780,5477,31,4,1,10.45,6
1,3956,17,4,0,2.0,3
1,198980,127,60,17,5.033333333333333,7
3,4476,10,1,0,5.483333333333333,3
2,336025,641,78,39,8.8,3
1,2037164,3836,383,461,84.31666666666666,4
1,1764,12,1,2,3.183333333333333,1
10,2188,24,2,7,3.3166666666666664,5
1,39255,328,6,237,13.233333333333333,3
12,6475336,7786,1775,746,153.63333333333333,4
1,71361,156,74,17,5.55,4
3,627361,1683,44,133,4.333333333333333,6
4,552466,2254,62,157,3.7666666666666666,1
1,1836,5,2,2,7.15,3
11,959157,3031,160,106,1.9833333333333334,3
1,30339,19,4,2,133.05,3
11,100043,242,18,5,9.516666666666667,3
2,16491,3,1,0,9.066666666666666,3
4,4875518,11331,2719,740,1.75,2
3,717263,726,209,69,10.416666666666666,3
1,67881,708,21,68,2.1666666666666665,1
2,827951,22594,1796,2197,14.683333333333334,4
13,461,3,0,0,0.5166666666666667,3
1,95858,1700,15,63,5.35,6
30,6379,16,8,10,5.25,6
2,996346,1018,191,93,2.4833333333333334,7
3,7923368,67401,4031,2314,11.8,1
14,689350,461,276,32,222.26666666666668,4
1,47482,43,6,3,1.7166666666666668,3
15,385140,442,43,86,3.25,5
2643,35347,87,8,24,9.35,5
1,7828,51,3,6,2.1666666666666665,3
2,55643,122,9,1,2.0,3
1,118049,279,29,84,54.516666666666666,2
2,57547,146,8,7,4.85,3
2,631308,3576,121,217,6.583333333333333,4
13,206250,1468,34,158,181.43333333333334,6
1,3179218,39663,1941,8701,7.0,3
22,1530643,11354,1663,1561,2.85,3
2,322651,719,101,47,84.46666666666667,1
1,87138,1993,173,296,6.2,3
1,545035,629,170,44,5.116666666666666,3
9,2312663,3005,217,266,4.583333333333333,6
65606,167397,521,83,120,13.6,5
7,2304242,1182,426,81,1.9333333333333333,3
8,314412,3782,79,1758,8.966666666666667,3
5306,13395,28,2,0,6.283333333333333,3
2,112054,91,11,6,6.6,3
31,32330987,11537,5284,982,5.1,3
3,475094,1863,170,169,2.6333333333333333,3
4,1384088,2385,871,525,40.35,3
1,1359,3,1,0,5.333333333333333,3
1,76977,707,50,154,3.3166666666666664,5
188474,191674,11,3,0,0.18333333333333332,3
5,88713,176,12,1,2.4833333333333334,3
1,2862,61,0,6,2.5166666666666666,3
11,184790,1270,75,129,1.7,3
1,303067,1428,74,562,17.85,3
10,5180151,28331,12485,15715,12.066666666666666,3
2,21606,71,6,28,2.7,3
1,51888,302,13,55,49.88333333333333,3
4,27197,28,12,0,11.9,3
33,485235,167,71,14,4.45,6
1,27917,21,95,35,20.75,3
2,684310,609,254,149,5.866666666666667,3
1,60152,126,2,75,1.6166666666666667,3
2,19197,126,4,2,3.9166666666666665,6
1,927618,7618,840,3426,4.033333333333333,3
1,32694,52,10,19,5.633333333333333,1
10,905830,5244,208,751,12.8,3
2,1732873,7501,211,128,2.9166666666666665,4
1,5296,4,4,1,0.5333333333333333,0
2,48853,65,2,8,11.4,4
1,341397,459,102,35,46.13333333333333,6
1,44741,38,2,2,1.2,3
4,106608,131,7,5,2.6,3
4,1497974,7130,782,388,3.9,6
33,741984,1004,285,197,43.71666666666667,3
1,126486,951,163,691,45.266666666666666,2
1,41670,1712,10,120,4.583333333333333,3
14,9599259,34444,4973,4565,3.6333333333333333,2
2020,2958,86,1,26,5.316666666666666,6
1,7720,46,7,38,4.583333333333333,2
1,528067,925,60,149,4.0,6
15,1269242,11083,395,794,9.233333333333333,1
1,9086392,5303,3164,471,1.8833333333333333,3
7,1415327,3581,523,97,4.783333333333333,5
5,590210,5126,103,423,2.8833333333333333,1
1,15167,70,5,3,4.566666666666666,6
1,1569351,8010,831,248,1.9833333333333334,3
1,48975,84,35,6,66.75,4
6,453348,1074,78,105,3.8,3
1,1061846,3323,40,97,3.8,6
7,236162,449,40,32,8.533333333333333,3
4,390416,329,144,19,6.15,3
1,198254,1026,106,140,3.3833333333333333,4
2,59762,170,15,81,31.866666666666667,3
2,1572690,2355,1406,200,56.916666666666664,4
12882,438723,9499,87,158,4.416666666666667,0
1,35403,326,9,18,24.133333333333333,2
5681,28022,296,24,91,13.433333333333334,5
6690,12756,27,0,0,2.283333333333333,3
1,2293810,8771,495,271,4.616666666666667,6
192,94269,134,22,11,1.3666666666666667,3
9,153122,548,28,55,20.65,3
11,1210582,1086,298,57,51.61666666666667,3
1,1175314,6037,811,1136,11.166666666666666,2
16,1190940,1466,773,836,1.0333333333333334,4
2,175198,87,60,58,36.266666666666666,3
1,610,0,0,0,1.3166666666666667,3
186,389311,1090,109,447,16.366666666666667,3
4,737617,7855,561,1133,4.116666666666666,6
2,20747,59,4,7,11.95,1
1,1123510,3394,656,1168,4.25,5
1,611894,443,175,50,4.1,3
1,250547,598,168,89,5.95,5
1,104445,249,34,77,4.416666666666667,3
1,4473,20,4,0,2.283333333333333,0
9,359,1,0,0,0.5166666666666667,3
1,52762,138,7,10,3.9166666666666665,6
1,277653,1290,129,107,15.066666666666666,3
1,7965,13,15,5,133.06666666666666,4
2,850034,1997,149,577,8.483333333333333,4
6,828238,970,288,109,147.3,3
1,121459,350,37,37,4.483333333333333,6
1,41693,517,4,12,0.6,1
4,470668,4420,323,2379,9.75,1
1,428571,1385,131,114,2.35,3
2,173279,1588,30,185,8.6,5
3,498731,677,105,47,2.2666666666666666,3
3,362435,3796,147,354,2.6,3
1,56756,572,38,30,4.083333333333333,7
141,733821,736,82,46,4.533333333333333,3
7,349628,1167,57,41,8.866666666666667,3
1,1011,2,0,0,4.183333333333334,3
1,401064,5391,485,1066,4.283333333333333,6
2,1829,7,1,0,2.4833333333333334,5
2,41234,78,40,5,134.66666666666669,3
1,80240,87,20,4,2.7333333333333334,2
4,56527,236,37,54,22.1,0
2,715884,479,151,92,15.883333333333333,4
2,321485,4832,53,541,9.216666666666667,1
14,295374,265,20,12,0.4666666666666667,3
3,92245,512,11,13,0.16666666666666666,3
1,247411,1230,25,62,12.7,3
1,160746,124,21,6,1.65,3
7,31689,120,12,11,11.683333333333334,6
3,1119030,6779,240,1028,28.266666666666666,4
2,38693,606,71,1006,11.333333333333334,7
458,1574,2,2,0,1.4833333333333334,3
1,230320,127,67,0,142.26666666666665,3
3,1755068,4933,812,1145,11.383333333333333,3
1,113020,428,8,76,8.65,3
3,345596,469,262,25,1.4166666666666667,3
1,13085,13,8,0,100.0,6
16326,21926,51,4,3,6.483333333333333,3
3,65763,139,2,20,1.5166666666666666,3
1,28334,433,66,251,2.6333333333333333,3
1,49044,203,4,58,14.566666666666666,3
3,582022,711,134,22,3.9,7
18,139101,558,30,51,3.6833333333333336,3
2,241438,419,78,241,16.783333333333335,4
7,262509,646,27,114,4.483333333333333,6
2,3107255,15642,1849,1006,3.183333333333333,3
1,177025,3061,266,607,12.916666666666666,3
4,84323,96,32,28,10.183333333333334,3
1,20245,168,7,11,2.8666666666666667,3
1,23321,38,9,3,154.85,4
1,214112,1558,127,443,5.833333333333333,3
1,457086,3346,356,219,12.533333333333333,3
2,159401,516,40,548,58.78333333333333,2
16,14512386,84129,3907,2111,6.3,3
1,85632,78,51,12,49.4,7
1,12927,490,78,131,4.316666666666666,5
7,1527786,6105,1263,538,0.8333333333333334,3
23,310458,304,84,54,43.15,3
13,991164,2919,636,436,5.116666666666666,3
15,401363,1319,180,108,41.95,6
2,135993,657,43,144,4.216666666666667,1
1,49,0,0,0,1.0166666666666666,3
40,504969,217,88,5,1.5833333333333335,3
1,182549,1888,22,163,3.8666666666666667,3
1,46390,88,30,11,5.2,6
20,9308,152,1,2,4.566666666666666,5
2,135186,1902,149,90,0.75,4
3,430338,2460,92,122,15.9,3
2,350582,237,78,20,115.88333333333333,4
15,531713,592,147,81,38.93333333333333,3
18,425138,451,56,46,4.55,6
1,248340,256,69,14,154.31666666666666,3
1,24302,382,9,133,4.366666666666666,0
2,269392,618,50,67,12.466666666666667,1
41,241481,111,30,5,2.8833333333333333,3
1,10991,294,5,15,5.166666666666667,6
1,98852,169,5,7,9.316666666666666,3
10,96527,214,30,24,38.36666666666667,6
1,864421,1068,145,88,82.03333333333333,4
2,331,2,0,0,0.5166666666666667,3
2094,2711,8,0,5,1.8833333333333333,6
1,31880,355,84,107,3.9166666666666665,3
2,1164,6,1,0,2.8833333333333333,6
29,1999972,10858,892,794,7.533333333333333,1
1,743185,2482,402,45,1.2,3
1,44218,96,12,8,7.5,5
1,139032,1061,10,37,2.9,4
16,5380981,13648,1350,1504,1.7833333333333332,2
34,253819,1699,104,433,19.75,5
1,507747,2378,70,676,3.2,3
1,263550,351,156,35,148.95,3
1,85325,290,9,14,10.216666666666667,3
2,2520,8,1,2,0.4666666666666667,4
1,32681,197,6,139,7.933333333333334,3
2,855771,2898,660,405,4.533333333333333,3
22,212159,377,60,298,12.916666666666666,4
1,319137,1260,29,159,20.483333333333334,1
33,268416,11070,95,651,3.716666666666667,1
53,4818838,15133,1224,767,13.3,3
1,278997,301,95,7,2.7666666666666666,7
1,4148550,34261,1518,2810,16.083333333333332,3
3,2527806,2536,457,147,78.71666666666667,4
2,40906,70,6,31,11.116666666666667,4
13,326202,632,48,60,8.333333333333334,3
2,171677,2189,26,194,2.25,2
1,238368,411,32,6,1.2166666666666668,3
493,1089,9,1,0,4.583333333333333,6
1,47877,155,3,36,2.6833333333333336,6
1,80043,1712,22,253,2.75,3
2,25474,21,5,0,0.7666666666666667,3
1,31648,39,10,8,146.03333333333333,4
3,2631293,3531,2161,1073,2.15,4
1,325662,1713,39,764,12.083333333333334,4
5,514764,1677,61,441,3.5833333333333335,3
1,53408,240,16,46,7.266666666666667,3
16126,48791,530,19,21,4.033333333333333,6
1,129959,94,26,12,1.7166666666666668,3
4,44000,106,7,13,77.96666666666667,4
28005,52209,191,7,9,4.333333333333333,6
2,43798,54,3,5,4.95,3
142,46204,116,15,123,6.116666666666666,4
4,2728603,11289,2530,1263,2.4333333333333336,2
2,785,8,6,3,4.75,3
69,2441307,2175,406,88,3.05,3
1,1018511,5702,253,240,4.1,6
1,875,3,0,0,3.1333333333333333,5
2,1173360,2323,409,760,12.333333333333334,0
2,24289,50,10,15,88.2,4
1,274480,164,62,3,3.25,3
1,6548,1,1,0,15.7,3
6,68729,337,25,24,2.45,1
3,307852,409,77,239,9.0,4
2,922217,2696,379,235,7.95,7
1,883518,15664,223,1475,6.9,1
1,193975,1833,246,325,17.033333333333335,6
1,695256,9242,381,976,16.1,7
7,590775,544,179,169,2.15,3
13,197037,840,59,213,27.916666666666668,0
1,148276,972,20,31,6.433333333333334,3
1,162703,169,9,3,1.4666666666666668,4
7,53167,79,5,7,2.3666666666666667,1
2,580484,1198,68,40,6.866666666666667,3
1,978538,1143,315,168,145.2,3
3,89933,566,101,119,3.35,6
1,55930,428,106,17,1.3833333333333333,3
1,25790,85,5,2,17.233333333333334,6
2,30050,29,5,2,129.18333333333334,3
1,33371,97,1,24,7.816666666666666,3
2,159778,93,55,24,44.1,3
1,106965,70,28,4,1.8333333333333335,3
1,147491,549,13,43,12.166666666666666,4
1108,856519,1724,234,807,7.966666666666667,3
1,3022,31,0,12,10.733333333333333,5
1,28851,96,16,13,3.466666666666667,6
6465,10838,56,3,1,1.9333333333333333,3
1,232105,361,26,6,5.366666666666666,3
1,454707,1925,75,197,0.5333333333333333,3
1,271821,913,28,94,1.65,6
14,90876,369,8,94,4.366666666666666,2
1,46478,133,5,13,3.85,6
3,6085903,22402,1740,1147,5.6,6
1,238786,530,36,447,4.45,3
1,218856,233,83,12,161.65,3
1,43312,178,6,11,4.016666666666667,6
79,993754,1866,202,67,8.116666666666667,3
2,1132337,1948,347,89,44.95,6
2,113931,251,15,15,1.0166666666666666,3
1,2737,4,0,0,2.966666666666667,3
20,105301,311,9,25,26.966666666666665,6
1,69732,2031,18,254,32.06666666666667,0
4,41018,149,21,14,4.983333333333333,6
43534,561709,4725,270,195,4.933333333333334,6
1,165782,199,80,91,4.45,6
10,6678,13,0,1,0.43333333333333335,3
6,740611,5623,292,707,10.033333333333333,1
1,145052,378,9,23,8.3,3
3,36959,170,10,15,4.4,6
5,506394,4269,157,687,5.85,3
2,150132,500,72,293,2.9333333333333336,3
16,326878,1225,136,98,25.466666666666665,6
1,167301,339,48,25,35.93333333333333,3
1,2525029,39100,487,4126,3.183333333333333,6
17,9863333,10491,1078,995,5.95,6
1,121957,900,58,224,8.95,3
1,691397,665,147,62,122.55,3
2,247879,542,62,93,37.06666666666667,3
1,162714,160,23,57,61.083333333333336,4
2,615209,2383,118,83,4.066666666666666,7
295,1818542,2211,194,146,3.3333333333333335,3
9,111505,410,36,40,14.9,6
4835,1040494,2773,271,179,4.183333333333334,6
3,1859045,8182,180,380,4.366666666666666,3
1,480644,1773,555,1189,8.516666666666667,1
5370,5771,3,0,0,3.5833333333333335,2
2,234548,217,24,4,17.816666666666666,3
4,208582,553,28,19,5.3,3
4,596300,755,135,514,3.95,4
99,1615532,1480,300,83,9.916666666666666,3
2,20225,309,4,83,2.4166666666666665,6
1056,409889,1880,286,326,5.633333333333333,5
2,73506,622,29,33,1.1666666666666667,3
1,859,6,0,0,25.45,3
2,2175401,1336,817,83,88.08333333333334,4
2,53823,167,17,20,14.833333333333334,7
7,676017,1287,656,422,1.15,3
1,1115381,908,238,87,2.15,7
7,126345,130,42,27,2.25,0
4,1760435,2084,864,433,1.6833333333333333,3
10003,23261,133,0,29,3.6333333333333333,6
4,572682,1572,335,119,3.75,3
1,66283,192,14,113,7.35,6
